gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Mrgprx2	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb2	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb9-ps	0	0	0	0	0	0	0	0	0	0	0	0
Gm18353	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb3	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb11-ps	0	0	0	0	0	0	0	0	0	0	0	0
Gm45086	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc13	865	843	854	719	908	646	846	761	1067	1033	1427	742
Gm45041	0	2	1	4	0	7	1	1	4	0	1	3
Csrp3	0	0	0	0	0	0	1	0	0	0	0	0
E2f8	128	141	129	12	132	19	108	94	147	28	20	36
Gm2788	0	3	1	0	1	1	7	4	5	0	1	1
Gm45282	0	0	0	0	0	0	1	0	0	0	0	0
Nav2	6352	6873	5631	2617	3213	2557	7100	5817	7932	3896	6347	3695
Gm18559	0	0	0	0	0	0	0	0	0	0	0	0
Gm45207	0	0	0	0	0	0	0	0	0	0	0	0
Gm32849	5	11	1	0	5	0	5	12	11	0	3	1
9130015G15Rik	3	5	9	0	4	10	1	10	9	2	5	2
Gm37613	0	1	0	0	0	1	2	1	0	0	0	0
Gm44913	0	2	4	0	3	0	6	4	7	1	6	0
Gm38059	0	0	0	0	0	0	2	0	0	0	0	0
Dbx1	0	0	0	0	0	0	0	0	0	0	0	0
Htatip2	980	1050	1093	906	1142	857	1123	894	1293	1227	1797	894
Prmt3	744	869	868	490	687	502	676	707	976	713	990	575
Gm44822	0	1	2	1	2	0	0	0	0	0	3	2
Gm26856	1	0	0	0	0	2	1	2	0	0	1	0
Slc6a5	7	5	11	5	15	7	5	5	8	7	2	6
Nell1	4121	4915	4501	3348	2021	2545	5728	4271	5973	4835	9209	3553
Nell1os	0	0	0	0	0	0	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	1	0	0	0	0	0
Gm9343	0	0	0	0	0	0	0	0	0	0	0	0
Gm21032	0	0	0	0	0	0	0	0	0	0	0	0
Gm21033	0	0	0	0	0	0	0	0	0	0	0	0
Gm21034	0	0	0	0	0	0	0	0	0	0	0	0
Gm21035	0	0	0	0	0	0	0	0	0	0	0	0
Gm21036	0	0	0	0	0	0	0	0	0	0	0	0
Gm21037	0	0	0	0	0	0	1	0	0	0	0	0
Gm16478	0	0	1	0	0	0	3	2	1	0	0	0
Gm45002	0	0	0	0	0	0	0	0	0	0	0	0
Gm9354	82	86	82	115	141	124	104	96	105	134	169	119
Ano5	0	0	0	0	0	0	0	0	0	1	0	0
Slc17a6	0	0	2	1	0	0	5	0	1	0	0	1
Gm45072	0	0	0	0	0	0	0	0	0	0	0	0
Gm42402	0	0	0	0	0	0	0	0	0	0	1	0
Gm7336	32	15	14	24	30	11	10	9	24	17	30	17
Gm29296	0	0	1	0	0	0	0	0	0	0	0	0
Gm45001	0	0	0	0	0	0	0	0	0	0	0	0
Gm45235	0	0	0	0	0	0	1	1	0	0	0	0
Fancf	271	300	271	103	104	101	315	272	339	125	214	104
Gas2	1023	1285	1147	442	486	436	1412	1142	1700	669	1112	526
Svip	1353	1767	1766	625	568	644	2101	1457	2261	1060	2088	868
1700015G11Rik	1	1	0	0	0	0	1	4	0	1	2	0
Gm9357	0	0	0	0	0	0	0	0	0	0	0	0
Gm22211	0	0	1	0	0	0	0	0	0	0	0	0
Gm44683	0	0	0	0	0	0	0	0	0	0	0	0
Gm20074	0	0	0	0	0	0	0	0	0	0	0	0
Gm6181	9	29	33	23	27	29	26	35	52	25	21	16
Gm22444	0	0	0	0	0	0	0	0	0	0	0	0
Mir6238	0	0	0	0	0	0	0	0	0	0	0	0
Gm44682	0	0	0	0	0	0	0	0	0	0	2	0
Gm27921	0	0	0	0	0	0	0	0	0	0	0	0
Gm25956	0	0	0	0	0	0	0	0	0	0	0	0
Gm5776	46	25	38	18	22	28	36	31	48	26	54	29
Gm6290	0	0	0	0	0	0	0	0	0	0	0	0
Luzp2	79	58	74	14	16	12	134	71	117	14	31	20
Gm44895	0	0	0	0	0	0	0	0	0	0	0	0
Gm44897	0	0	0	0	0	0	0	0	0	0	0	0
Gm44896	0	0	0	0	0	0	0	0	0	0	0	0
Gm44894	3	0	0	0	0	0	1	0	1	0	0	0
4833421K07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm17838	0	0	0	0	0	0	0	0	0	0	0	0
Gm24116	0	0	0	0	0	0	0	0	0	0	0	0
Gm44898	0	0	1	0	0	0	2	1	1	0	0	0
Gm9367	0	0	0	0	0	0	0	0	0	0	0	0
Gm44615	0	0	0	0	0	0	0	0	0	0	0	0
Gm26482	0	0	0	0	0	0	0	0	0	0	0	0
Siglech	8	0	0	1	0	0	0	0	0	1	0	0
Tubgcp5	756	902	863	391	460	339	892	750	1072	529	778	462
Cyfip1	3802	3949	3777	2648	5019	2891	3863	3328	4944	4389	5654	3492
Gm17907	0	0	0	0	0	0	0	0	0	0	1	0
Gm44616	33	30	34	4	14	16	36	36	36	10	18	19
Nipa2	1322	1498	1579	1086	1416	1056	1439	1210	1753	1826	2494	1413
A230056P14Rik	25	33	29	13	16	11	21	29	32	33	44	17
Gm44509	143	151	143	34	50	38	139	146	183	63	106	58
Nipa1	449	578	537	209	274	204	623	481	685	358	542	310
Gm15888	0	0	0	0	0	0	0	0	0	0	0	0
Gm44508	0	0	1	0	0	0	1	1	0	0	0	0
Gm44510	1	2	3	0	0	0	3	0	1	0	0	1
Rps12l1	24	46	39	35	58	40	29	33	45	44	67	29
Gm34121	29	31	38	13	11	15	26	31	44	20	55	18
Herc2	5240	6095	5138	2172	4546	2129	6901	5283	7797	3650	4610	2886
Gm19187	0	0	0	0	0	0	0	0	0	0	1	0
Oca2	5	0	0	0	1	1	0	0	1	0	2	2
Gm44506	0	0	0	0	0	0	0	0	0	0	0	0
Gabrg3	3	10	9	4	5	3	11	13	16	7	11	9
Gm44979	0	0	0	0	0	0	0	0	0	0	0	0
Gm17984	0	0	0	0	0	0	0	0	0	0	0	0
Gm44976	0	0	0	0	0	0	0	0	0	0	0	0
Gm44977	0	0	0	0	0	0	0	0	0	0	0	0
Gm17987	0	0	0	0	0	0	0	0	0	0	0	0
Gm18642	0	0	0	0	0	0	0	0	0	0	0	0
Gm9962	2	0	0	0	0	0	0	0	0	0	0	0
Gabra5	7	15	14	0	1	2	9	12	3	1	6	1
Gabrb3	2653	2965	2868	947	783	866	2670	2282	3210	1040	1760	832
Mir6389	0	0	0	0	0	0	0	0	0	0	0	0
Gm44853	0	0	0	0	0	0	0	0	0	0	0	0
Gm44708	0	1	0	1	0	0	0	1	0	1	0	0
Gm5596	4	8	1	0	1	0	6	4	4	0	2	0
Gm34272	0	0	0	0	0	0	0	0	0	0	0	0
Gm18127	0	0	0	0	0	0	0	0	0	0	0	0
Gm23911	0	0	0	0	0	0	0	0	0	0	0	0
Gm26288	0	0	0	0	0	0	0	0	0	0	0	0
Gm44852	0	0	0	0	0	0	0	0	0	0	0	0
Gm45157	0	0	0	0	0	0	0	0	0	0	0	0
Atp10a	488	539	506	521	1699	694	416	459	705	905	895	1022
Gm44936	0	0	0	0	3	0	0	0	0	0	0	2
Gm44937	0	0	1	0	2	0	1	1	0	0	0	0
Gm6226	56	59	39	50	63	55	49	30	57	65	78	62
Gm44938	0	0	0	0	0	0	0	0	0	0	0	0
Gm18453	0	0	0	0	0	0	0	0	0	0	0	0
Gm9373	0	0	0	0	0	0	0	0	0	0	0	0
Gm9375	0	0	0	0	0	0	0	0	1	0	0	0
Gm45189	0	0	0	0	0	0	0	0	0	0	0	0
Gm9377	0	0	0	0	0	0	0	0	0	0	0	0
Gm44743	0	0	0	0	0	0	0	0	0	0	0	0
Gm44742	0	0	0	2	0	0	0	0	0	1	0	2
9330162G02Rik	53	53	67	18	34	17	55	40	75	47	65	34
Ube3a	3206	4186	3974	1740	2757	1813	4731	3508	5202	2992	3923	2380
Gm44562	0	0	0	0	0	0	0	0	0	0	0	0
Gm44559	0	0	0	0	0	0	0	0	0	0	0	0
Gm44560	3	2	3	1	2	2	1	0	3	1	1	0
Gm44830	1	1	0	0	0	0	0	0	1	0	2	1
Snhg14	55	159	209	37	44	38	104	133	166	62	108	46
Gm44829	16	36	30	21	30	7	37	29	37	13	20	25
A230103L15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm25499	0	0	0	0	0	0	0	0	0	0	0	0
Gm24966	0	0	0	0	0	0	0	0	0	0	0	0
Gm22496	0	0	0	0	0	0	0	0	0	0	0	0
Gm25648	0	0	0	0	0	0	0	0	0	0	0	0
Gm24306	0	0	0	0	0	0	0	0	0	0	0	0
Gm25934	0	0	0	0	0	0	0	0	0	0	0	0
Gm25156	0	0	0	0	0	0	0	0	0	0	0	0
Gm26488	0	0	0	0	0	0	0	0	0	0	0	0
Gm24220	0	0	0	0	0	0	0	0	0	0	0	0
Gm24653	0	0	0	0	0	0	0	0	0	0	0	0
Gm24969	0	0	0	0	0	0	0	0	0	0	0	0
Gm24417	0	0	0	0	0	0	0	0	0	0	0	0
Gm25121	0	0	0	0	0	0	0	0	0	0	0	0
Gm24657	0	0	0	0	0	0	0	0	0	0	0	0
Gm26230	0	0	0	0	0	0	0	0	0	0	0	0
Gm23922	0	0	0	0	0	0	0	0	0	0	0	0
Gm25314	0	0	0	0	0	0	0	0	0	0	0	0
Gm26096	0	0	0	0	0	0	0	0	0	0	0	0
Gm22996	0	0	0	0	0	0	0	0	0	0	0	0
Gm26499	0	0	0	0	0	0	0	0	0	0	0	0
Gm25646	0	0	0	0	0	0	0	0	0	0	0	0
Gm26498	0	0	0	0	0	0	0	0	0	0	0	0
Gm23660	0	0	0	0	0	0	0	0	0	0	0	0
Gm23933	0	0	0	0	0	0	0	0	0	0	0	0
Gm24862	0	0	0	0	0	0	0	0	0	0	0	0
Gm24866	0	0	0	0	0	0	0	0	0	0	0	0
Gm22348	0	0	0	0	0	0	0	0	0	0	0	0
Gm26466	0	0	0	0	0	0	0	0	0	0	0	0
Gm24799	0	0	0	0	0	0	0	0	0	0	0	0
Gm24088	0	0	0	0	0	0	0	0	0	0	0	0
Gm25463	0	0	0	0	0	0	0	0	0	0	0	0
Gm25229	0	0	0	0	0	0	0	0	0	0	0	0
Gm24528	0	0	0	0	0	0	0	0	0	0	0	0
Gm23356	0	0	0	0	0	0	0	0	0	0	0	0
Gm25449	0	0	0	0	0	0	0	0	0	0	0	0
Gm24872	0	0	0	0	0	0	0	0	0	0	0	0
Gm26337	0	0	0	0	0	0	0	0	0	0	0	0
Gm23145	0	0	0	0	0	0	0	0	0	0	0	0
Gm22130	0	0	0	0	0	0	0	0	0	0	0	0
Gm25988	0	0	0	0	0	0	0	0	0	0	0	0
Gm25221	0	0	0	0	0	0	0	0	0	0	0	0
Gm26389	0	0	0	0	0	0	0	0	0	0	0	0
Gm23471	0	0	0	0	0	0	0	0	0	0	0	0
Gm25120	0	0	0	0	0	0	0	0	0	0	0	0
Gm24418	0	0	0	0	0	0	0	0	0	0	0	0
Gm23687	0	0	0	0	0	0	0	0	0	0	0	0
Gm22393	0	0	0	0	0	0	0	0	0	0	0	0
Gm24639	0	0	0	0	0	0	0	0	0	0	0	0
Gm24566	0	0	0	0	0	0	0	0	0	0	0	0
Gm22111	0	0	0	0	0	0	0	0	0	0	0	0
Gm23076	0	0	0	0	0	0	0	0	0	0	0	0
Gm25874	0	0	0	0	0	0	0	0	0	0	0	0
Gm25088	0	0	0	0	0	0	0	0	0	0	0	0
Gm22510	0	0	0	0	0	0	0	0	0	0	0	0
Gm24983	0	0	0	0	0	0	0	0	0	0	0	0
Gm24027	0	0	0	0	0	0	0	0	0	0	0	0
Gm22524	0	0	0	0	0	0	0	0	0	0	0	0
Gm22630	0	0	0	0	0	0	0	0	0	0	0	0
Gm25741	0	0	0	0	0	0	0	0	0	0	0	0
Gm26059	0	0	0	0	0	0	0	0	0	0	0	0
Gm25175	0	0	0	0	0	0	0	0	0	0	0	0
Gm22511	0	0	0	0	0	0	0	0	0	0	0	0
Gm25077	0	0	0	0	0	0	0	0	0	0	0	0
Gm22834	0	0	0	0	0	0	0	0	0	0	0	0
Gm24926	0	0	0	0	0	0	0	0	0	0	0	0
Gm26200	0	0	0	0	0	0	0	0	0	0	0	0
Gm22632	0	0	0	0	0	0	0	0	0	0	0	0
Gm23254	0	0	0	0	0	0	0	0	0	0	0	0
Gm26390	0	0	0	0	0	0	0	0	0	0	0	0
Gm26366	0	0	0	0	0	0	0	0	0	0	0	0
Gm26336	0	0	0	0	0	0	0	0	0	0	0	0
Gm26283	0	0	0	0	0	0	0	0	0	0	0	0
Gm25098	0	0	0	0	0	0	0	0	0	0	0	0
Gm24702	0	0	0	0	0	0	0	0	0	0	0	0
Gm26432	0	0	0	0	0	0	0	0	0	0	0	0
Gm25462	0	0	0	0	0	0	0	0	0	0	0	0
Gm24495	0	0	0	0	0	0	0	0	0	0	0	0
Gm25523	0	0	0	0	0	0	0	0	0	0	0	0
Gm22255	0	0	0	0	0	0	0	0	0	0	0	0
Gm23449	0	0	0	0	0	0	0	0	0	0	0	0
Gm23310	0	0	0	0	0	0	0	0	0	0	0	0
Gm25461	0	0	0	0	0	0	0	0	0	0	0	0
Gm24310	0	0	0	0	0	0	0	0	0	0	0	0
Gm22909	0	0	0	0	0	0	0	0	0	0	0	0
Gm25823	0	0	0	0	0	0	0	0	0	0	0	0
Gm25647	0	0	0	0	0	0	0	0	0	0	0	0
Gm22252	0	0	0	0	0	0	0	0	0	0	0	0
Gm26392	0	0	0	0	0	0	0	0	0	0	0	0
Gm24219	0	0	0	0	0	0	0	0	0	0	0	0
Gm25230	0	0	0	0	0	0	0	0	0	0	0	0
Gm22627	0	0	0	0	0	0	0	0	0	0	0	0
Gm24585	0	0	0	0	0	0	0	0	0	0	0	0
Gm23305	0	0	0	0	0	0	0	0	0	0	0	0
Gm24206	0	0	0	0	0	0	0	0	0	0	0	0
Gm25085	0	0	0	0	0	0	0	0	0	0	0	0
Gm25209	0	0	0	0	0	0	0	0	0	0	0	0
Gm23682	0	0	0	0	0	0	0	0	0	0	0	0
Gm24654	0	0	0	0	0	0	0	0	0	0	0	0
Gm26334	0	0	0	0	0	0	0	0	0	0	0	0
Gm25742	0	0	0	0	0	0	0	0	0	0	0	0
Gm25585	0	0	0	0	0	0	0	0	0	0	0	0
Gm25840	0	0	0	0	0	0	0	0	0	0	0	0
Gm25089	0	0	0	0	0	0	0	0	0	0	0	0
Gm24040	0	0	0	0	0	0	0	0	0	0	0	0
Gm22050	0	0	0	0	0	0	0	0	0	0	0	0
Gm23286	0	0	0	0	0	0	0	0	0	0	0	0
Gm24021	0	0	0	0	0	0	0	0	0	0	0	0
Gm22274	0	0	0	0	0	0	0	0	0	0	0	0
Gm24652	0	0	0	0	0	0	0	0	0	0	0	0
Gm23618	0	0	0	0	0	0	0	0	0	0	0	0
Gm23688	0	0	0	0	0	0	0	0	0	0	0	0
Gm24570	0	0	0	0	0	0	0	0	0	0	0	0
Gm26467	0	0	0	0	0	0	0	0	0	0	0	0
Gm25194	0	0	0	0	0	0	0	0	0	0	0	0
Gm22640	0	0	0	0	0	0	0	0	0	0	0	0
Gm24952	0	0	0	0	0	0	0	0	0	0	0	0
Gm25087	0	0	0	0	0	0	0	0	0	0	0	0
Gm23944	0	0	0	0	0	0	0	0	0	0	0	0
Gm22629	0	0	0	0	0	0	0	0	0	0	0	0
Gm26374	0	0	0	0	0	0	0	0	0	0	0	0
Gm26284	0	0	0	0	0	0	0	0	0	0	0	0
Gm25452	0	0	0	0	0	0	0	0	0	0	0	0
Gm25984	0	0	0	0	0	0	0	0	0	0	0	0
Gm25146	0	0	0	0	0	0	0	0	0	0	0	0
Gm24759	0	0	0	0	0	0	0	0	0	0	0	0
Gm24100	0	0	0	0	0	0	0	0	0	0	0	0
Gm22253	0	0	0	0	0	0	0	0	0	0	0	0
Gm25017	0	0	0	0	0	0	0	0	0	0	0	0
Gm23575	0	0	0	0	0	0	0	0	0	0	0	0
Gm22391	0	0	0	0	0	0	0	0	0	0	0	0
Gm22449	0	0	0	0	0	0	0	0	0	0	0	0
Gm24137	0	0	0	0	0	0	0	0	0	0	0	0
Gm22912	0	0	0	0	0	0	0	0	0	0	0	0
Gm25710	0	0	0	0	0	0	0	0	0	0	0	0
Gm26434	0	0	0	0	0	0	0	0	0	0	0	0
Gm23560	0	0	0	0	0	0	0	0	0	0	0	0
Gm25870	0	0	0	0	0	0	0	0	0	0	0	0
Gm44831	0	0	0	0	0	0	0	0	0	0	0	0
Gm23862	0	0	0	0	0	0	0	0	0	0	0	0
Gm26504	0	0	0	0	0	0	0	0	0	0	0	0
Gm22285	0	0	0	0	0	0	0	0	0	0	0	0
Gm22131	0	0	0	0	0	0	0	0	0	0	0	0
Gm24153	0	0	0	0	0	0	0	0	0	0	0	0
Gm26365	0	0	0	0	0	0	0	0	0	0	0	0
Gm24609	0	0	0	0	0	0	0	0	0	0	0	0
Gm24264	0	0	0	0	0	0	0	0	0	0	0	0
Gm25155	0	0	0	0	0	0	0	0	0	0	0	0
Gm25816	0	0	0	0	0	0	0	0	0	0	0	0
Gm23141	0	0	0	0	0	0	0	0	0	0	0	0
Gm23767	0	0	0	0	0	0	0	0	0	0	0	0
Gm22417	0	0	0	0	0	0	0	0	0	0	0	0
Gm22584	0	0	0	0	0	0	0	0	0	0	0	0
Gm26270	0	0	0	0	0	0	0	0	0	0	0	0
Gm23089	0	0	0	0	0	0	0	0	0	0	0	0
Gm24711	0	0	0	0	0	0	0	0	0	0	0	0
Gm26188	0	0	0	0	0	0	0	0	0	0	0	0
Gm23265	0	0	0	0	0	0	0	0	0	0	0	0
Gm24518	0	0	0	0	0	0	0	0	0	0	0	0
Gm25944	0	0	0	0	0	0	0	0	0	0	0	0
Gm23047	0	0	0	0	0	0	0	0	0	0	0	0
Gm23953	0	0	0	0	0	0	0	0	0	0	0	0
Gm26332	0	0	0	0	0	0	0	0	0	0	0	0
Gm26032	0	0	0	0	0	0	0	0	0	0	0	0
Gm22863	0	0	0	0	0	0	0	0	0	0	0	0
Gm24618	0	0	0	0	0	0	0	0	0	0	0	0
Gm22046	0	0	0	0	0	0	0	0	0	0	0	0
Gm24760	0	0	0	0	0	0	0	0	0	0	0	0
Gm25350	0	0	0	0	0	0	0	0	0	0	0	0
Gm26502	0	0	0	0	0	0	0	0	0	0	0	0
Gm23313	0	0	0	0	0	0	0	0	0	0	0	0
Gm25471	0	0	0	0	0	0	0	0	0	0	0	0
Gm22776	0	0	0	0	0	0	0	0	0	0	0	0
Gm23446	0	0	0	0	0	0	0	0	0	0	0	0
Gm25210	0	0	0	0	0	0	0	0	0	0	0	0
Gm22128	0	0	0	0	0	0	0	0	0	0	0	0
Gm22851	0	0	0	0	0	0	0	0	0	0	0	0
Gm25074	0	0	0	0	0	0	0	0	0	0	0	0
Gm25157	0	0	0	0	0	0	0	0	0	0	0	0
Gm22631	0	0	0	0	0	0	0	0	0	0	0	0
Gm25474	0	0	0	0	0	0	0	0	0	0	0	0
Gm22941	0	0	0	0	0	0	0	0	0	0	0	0
Gm26246	0	0	0	0	0	0	0	0	0	0	0	0
Gm22047	0	0	0	0	0	0	0	0	0	0	0	0
Gm25597	0	0	0	0	0	0	0	0	0	0	0	0
Gm26097	0	0	0	0	0	0	0	0	0	0	0	0
Gm22258	0	0	0	0	0	0	0	0	0	0	0	0
Gm26201	0	0	0	0	0	0	0	0	0	0	0	0
Gm23619	0	0	0	0	0	0	0	0	0	0	0	0
Gm22812	0	0	0	0	0	0	0	0	0	0	0	0
Gm26433	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l17	0	0	0	0	0	0	0	0	0	0	0	0
Gm25615	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l16	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l15	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l14	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l13	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l8	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l7	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l6	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l5	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l4	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l3	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l9	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l10	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l11	0	0	0	0	0	0	0	0	0	0	0	0
Snord116l12	0	0	0	0	0	0	0	0	0	0	0	0
Gm22373	0	0	0	0	0	0	0	0	0	0	0	0
Gm38393	30	72	78	15	32	11	57	75	108	28	38	30
Snord64	0	0	0	0	0	0	0	0	0	0	0	0
Snord107	0	0	0	0	0	0	0	0	0	0	0	0
Snrpn	1160	1214	1186	782	600	714	1209	1065	1369	1004	1835	835
Snurf	0	0	0	0	0	0	0	0	0	0	0	0
Gm18908	0	0	0	0	0	0	0	0	0	0	0	0
Gm7367	30	26	25	9	23	21	20	28	23	22	31	21
Gm18129	0	0	0	0	0	0	0	0	0	0	0	0
Gm30196	0	0	0	0	0	0	0	1	0	0	0	2
Gm3198	0	0	0	0	0	0	0	0	0	0	0	0
Gm10297	61	50	56	36	58	31	61	52	96	68	95	44
Gm7394	0	0	0	0	0	0	0	0	0	0	0	0
Gm44644	1	0	0	0	0	1	0	0	0	0	2	0
Gm44643	0	0	0	0	0	0	0	0	0	0	0	0
A230006K03Rik	2	0	0	0	0	0	0	0	0	0	0	0
Gm38451	0	0	1	0	0	0	0	0	0	0	0	0
B230209E15Rik	7	0	1	0	0	0	6	3	4	1	1	0
Ube2nl	30	17	31	18	22	18	27	25	45	27	26	22
Gm25533	0	0	0	0	0	0	0	0	0	0	0	0
Gm23962	0	0	0	0	0	0	1	0	0	0	0	0
Mir344d-1	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-2	0	0	0	0	0	0	0	0	0	0	0	0
A230057D06Rik	730	1099	1021	159	95	161	1007	1195	1169	204	548	191
Gm23490	0	0	0	0	0	0	0	0	0	0	0	0
Gm22466	0	0	0	0	0	0	0	0	0	0	0	0
Mir344d-3	0	0	0	0	0	0	0	0	0	0	0	0
Gm23917	0	0	0	0	0	0	1	0	1	0	0	0
Mir344e	0	0	0	0	0	0	0	0	0	0	0	0
Mir344h-1	0	0	0	0	0	0	0	0	0	0	0	0
Mir344h-2	0	0	0	0	0	0	0	0	0	0	0	0
Gm23873	0	1	0	0	0	0	5	0	1	0	0	0
Mir344b	0	1	1	1	0	0	0	1	0	0	0	0
Mir344c	0	0	0	0	0	1	0	0	0	0	0	0
Mir344	0	0	0	0	0	0	0	0	0	0	0	0
Gm19032	0	0	0	0	0	0	0	0	0	0	0	0
A330076H08Rik	432	820	842	214	150	195	1092	781	1076	368	715	236
Gm3257	1	0	0	0	0	0	1	0	0	0	0	0
Mir344-2	3	11	8	0	0	1	19	10	11	1	1	0
Mir344g	0	0	0	0	0	0	0	0	0	0	0	0
Gm23431	0	0	0	0	0	0	0	0	0	0	0	0
Mir344f	0	0	0	0	0	0	0	0	0	0	1	0
Gm24923	0	0	0	0	0	0	0	0	0	0	0	0
Mir344i	5	6	7	1	0	3	5	6	5	0	5	10
Gm9801	0	1	0	0	0	1	2	1	0	0	0	0
Gm32061	0	0	0	0	0	0	0	0	0	0	1	0
Ndn	1999	2088	1956	1072	1213	967	1955	1707	2481	1580	2083	1184
Magel2	4	1	1	0	0	0	2	2	2	0	0	1
Mkrn3	18	24	25	14	26	11	17	15	13	13	9	7
Peg12	95	78	79	29	117	36	63	73	128	59	70	53
Atp5l-ps1	27	44	36	30	25	34	46	37	52	39	57	24
Vmn2r-ps61	0	0	0	0	0	0	0	0	0	0	0	0
Gm22494	0	0	0	0	0	0	0	0	0	0	0	0
Gm9445	0	0	0	0	0	0	0	0	0	0	0	0
A26c2	0	0	0	0	0	0	0	0	0	0	0	0
Gm32111	0	0	0	0	0	0	0	0	0	0	0	0
Chrna7	7	35	16	27	67	22	22	20	32	37	47	21
Gm44741	2	1	3	0	0	0	0	0	0	0	0	2
4930554H23Rik	0	0	0	0	0	0	0	0	0	0	2	0
Otud7a	319	342	323	745	434	654	351	357	391	924	1654	702
Gm5898	771	810	674	543	651	503	759	507	737	699	1129	617
Gm22228	0	0	0	0	0	0	0	0	0	0	0	0
Gm3307	0	1	2	0	0	0	0	7	1	1	0	0
Gm44718	0	0	4	0	0	0	0	2	0	0	1	0
Gm7482	4	14	5	6	22	14	5	5	8	6	21	4
Gm44720	0	0	0	0	0	0	0	0	0	0	0	0
Klf13	3484	3563	3172	2931	3863	2721	3534	2976	4587	3587	4776	3114
Gm27252	16	5	16	12	2	5	9	5	9	8	10	2
E030018B13Rik	0	0	0	0	0	3	0	0	0	1	3	2
Gm44627	2	0	0	1	0	0	0	0	2	0	2	0
Gm45052	0	0	0	0	0	0	0	0	0	0	0	0
Gm32633	6	8	8	0	2	1	10	11	10	7	10	4
Gm45054	0	0	0	0	0	0	0	0	0	0	0	0
Gm20670	0	0	0	0	0	0	3	0	0	0	0	0
Trpm1	419	392	321	261	157	214	108	118	205	74	135	59
Gm44722	0	0	0	0	0	0	0	0	0	0	0	0
Mir211	1	0	0	0	0	0	0	0	0	0	0	0
Gm44719	0	0	0	0	0	0	0	0	0	0	0	0
Mir6416	0	0	0	0	0	0	0	0	0	0	0	0
Gm44765	0	0	0	1	1	0	0	0	0	0	0	0
Gm45212	9	16	6	1	1	0	5	2	3	2	9	3
Mtmr10	2253	2277	2216	700	921	808	1529	1416	2028	932	1319	782
Gm20457	74	65	79	21	18	15	79	66	103	28	62	34
Fan1	555	541	479	169	214	165	545	428	645	238	416	225
Mphosph10	1292	1334	1250	1126	1238	1070	1278	1183	1770	1643	2490	1166
Mcee	419	388	434	197	249	198	426	380	548	263	378	200
Apba2	35	50	36	23	29	18	46	27	57	50	31	20
Gm45082	0	0	0	0	0	0	0	0	0	0	0	0
Gm44721	0	0	0	0	0	0	0	0	0	0	0	0
Fam189a1	374	369	361	191	118	148	376	374	415	284	425	273
Nsmce3	1340	1330	1344	715	859	760	1367	1143	1554	1080	1724	865
Gm25249	0	0	0	0	0	0	0	0	0	0	0	0
Gm17908	0	0	0	0	0	0	0	0	0	0	0	0
Gm17918	0	0	0	0	0	0	0	0	0	0	0	0
1810049I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tjp1	7646	7962	7162	3836	7836	4188	8525	6999	10091	6258	8824	5598
Gm44794	0	0	0	1	0	0	0	0	0	0	0	0
Gm44795	0	0	0	0	0	0	0	0	0	0	0	0
Gm44792	0	0	0	0	0	0	0	0	0	0	0	0
Gm7546	0	0	0	0	0	0	0	0	0	0	0	0
BC046251	12	11	5	2	0	0	12	12	9	1	3	3
Tarsl2	758	852	776	347	332	321	888	685	959	518	723	416
Tm2d3	1006	1048	1084	508	616	549	1131	966	1249	685	1033	603
Gm7551	5	9	3	8	13	5	9	13	16	9	16	11
1810008I18Rik	1193	1053	1114	335	151	250	753	659	1012	292	587	257
Gm20684	42	80	77	25	24	27	53	53	88	22	54	28
Pcsk6	2117	2162	1906	880	551	861	1963	1608	2434	1070	2468	1179
Gm45213	0	0	0	0	0	0	0	0	0	0	0	0
