gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Gm10403_ENSMUSG00000114266	0	3	0	0	0	0	0	1	0	0	0	0
Gm47779_ENSMUSG00000114941	0	0	0	0	0	0	0	0	0	0	0	0
Gm47782_ENSMUSG00000114794	0	0	0	8	6	0	0	0	0	5	9	0
Gm31804_ENSMUSG00000114586	0	0	0	0	0	0	0	0	0	0	0	0
Gm47780_ENSMUSG00000114513	0	0	0	0	0	0	0	0	0	0	0	0
Gm8514_ENSMUSG00000114765	3	7	3	1	5	1	4	4	4	1	2	1
1700062C10Rik_ENSMUSG00000114390	0	0	0	0	0	0	0	0	0	0	0	0
Gm8517_ENSMUSG00000114484	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps3_ENSMUSG00000114698	0	0	0	0	0	0	0	0	0	2	0	0
Oxsm_ENSMUSG00000021786	916	1029	1093	438	528	410	1056	909	1295	533	862	475
Gm47794_ENSMUSG00000114907	11	10	7	7	5	8	5	20	19	11	38	23
Ngly1_ENSMUSG00000021785	1959	2265	2330	2399	2778	2383	2239	1817	2796	3384	5788	2556
5430414B19Rik_ENSMUSG00000114419	3	14	7	27	29	24	8	8	9	25	44	17
Gm47797_ENSMUSG00000114842	0	5	1	2	7	8	2	5	3	7	7	0
Gm47798_ENSMUSG00000114253	45	78	57	27	45	17	49	79	87	26	28	31
Gm48163_ENSMUSG00000114243	18	12	10	2	3	0	13	14	10	3	2	0
Top2b_ENSMUSG00000017485	7604	8703	8246	2108	4583	2533	8419	7363	10603	3385	4715	2787
Rarb_ENSMUSG00000017491	111	104	119	67	156	45	95	96	212	81	87	69
Gm48162_ENSMUSG00000114463	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs9_ENSMUSG00000114890	0	0	0	0	0	0	0	0	0	0	0	0
Gm18078_ENSMUSG00000114202	1	0	0	1	1	2	3	0	0	0	1	0
Gm18927_ENSMUSG00000114296	0	0	0	0	0	0	0	0	0	0	0	0
Gm48312_ENSMUSG00000114769	0	0	0	0	0	0	0	0	0	0	0	0
Thrb_ENSMUSG00000021779	813	953	925	318	381	364	949	856	1052	511	820	444
Gm48320_ENSMUSG00000114281	0	0	0	0	0	0	0	0	0	0	0	0
Gm24140_ENSMUSG00000084722	0	0	0	0	0	0	0	0	0	0	0	0
Gm48321_ENSMUSG00000114504	5	7	4	17	9	10	4	3	9	23	24	14
Gm27851_ENSMUSG00000098478	0	0	0	0	0	0	0	0	0	0	0	0
Gm19290_ENSMUSG00000114517	0	0	0	0	0	0	0	0	0	0	0	0
Gm6773_ENSMUSG00000098079	0	1	0	0	1	0	0	0	0	1	2	2
Gm48481_ENSMUSG00000114678	0	0	0	0	0	0	0	0	0	0	0	0
Gm44469_ENSMUSG00000105635	0	0	0	0	0	0	0	0	0	0	0	0
Nr1d2_ENSMUSG00000021775	3555	4741	5013	4109	4369	4244	5361	4443	6730	5465	9431	4858
Gm7084_ENSMUSG00000114894	0	0	0	0	0	0	0	0	0	0	2	0
Rpl15_ENSMUSG00000012405	10897	11789	12129	12878	16878	12734	11964	10693	15506	17839	26541	12624
Nkiras1_ENSMUSG00000021772	1344	1420	1411	715	706	665	1375	1127	1610	1128	1861	855
Ube2e1_ENSMUSG00000021774	2121	2665	2811	2507	2928	2523	2761	2390	3386	3734	6168	2723
Gm22350_ENSMUSG00000065858	0	0	0	0	0	0	0	0	0	0	0	0
Gm6781_ENSMUSG00000035129	7	7	11	17	24	9	9	5	12	26	26	15
Gm4939_ENSMUSG00000114529	14	7	2	4	8	9	3	4	12	1	9	6
Ube2e2_ENSMUSG00000058317	1180	1128	1063	1826	1836	1744	1062	1037	1462	2420	4181	1892
Gm22499_ENSMUSG00000077689	0	0	0	0	0	0	0	0	0	0	0	0
Gm15916_ENSMUSG00000083606	0	0	0	0	0	0	0	0	0	0	0	0
Gm6785_ENSMUSG00000114548	0	0	0	0	0	0	0	0	0	0	0	0
Gm3778_ENSMUSG00000114435	0	0	0	0	0	0	0	0	0	0	0	0
Gm34440_ENSMUSG00000114224	0	0	0	0	0	0	0	0	0	0	0	0
Gm48781_ENSMUSG00000114318	0	0	0	0	0	0	0	0	0	0	0	0
Gm48782_ENSMUSG00000114580	0	0	0	0	0	0	0	0	0	0	0	0
Gm18275_ENSMUSG00000114636	0	0	0	0	0	0	0	0	0	1	0	0
Gm7089_ENSMUSG00000114445	0	0	0	0	0	0	0	0	0	0	0	0
Gm48785_ENSMUSG00000114819	0	0	0	0	0	0	0	0	0	0	0	0
Gm8582_ENSMUSG00000091929	0	0	0	0	0	0	0	0	0	0	2	0
Gm8584_ENSMUSG00000091557	0	0	0	0	0	0	0	0	0	0	0	0
Gm48098_ENSMUSG00000114906	0	0	0	0	0	0	0	0	0	0	0	0
Gm48099_ENSMUSG00000114304	0	0	0	0	0	0	0	0	0	0	0	0
Gm6122_ENSMUSG00000114919	0	0	0	0	0	0	0	0	0	0	0	0
Gm33022_ENSMUSG00000114877	0	0	0	0	0	0	0	0	0	0	0	0
Gm5630_ENSMUSG00000114252	0	0	1	1	2	0	0	0	0	0	4	1
Gm9637_ENSMUSG00000093814	0	0	0	0	0	0	0	0	0	0	0	0
Gm21738_ENSMUSG00000095280	0	0	1	0	0	1	0	1	0	4	5	0
Gm36704_ENSMUSG00000114272	0	0	0	0	0	0	0	0	0	0	0	0
Gm48105_ENSMUSG00000114630	0	0	0	0	0	0	0	0	0	0	0	0
Gm7352_ENSMUSG00000096709	0	0	0	0	0	0	0	0	0	0	0	0
Gm18577_ENSMUSG00000114947	0	0	0	0	0	0	0	0	0	0	0	0
Gm2244_ENSMUSG00000092036	2	2	1	2	2	1	4	2	3	5	8	2
Gm2237_ENSMUSG00000093979	87	94	92	197	155	207	51	89	111	221	474	222
Gm5458_ENSMUSG00000095024	0	0	0	0	0	0	0	0	0	0	0	0
Gm41102_ENSMUSG00000114214	0	0	0	0	0	0	0	0	0	0	0	0
4930469B13Rik_ENSMUSG00000068776	0	0	0	0	0	0	0	0	0	0	0	0
AC174797.1_ENSMUSG00000117083	0	0	0	0	0	0	0	0	0	0	0	0
Gm48157_ENSMUSG00000114692	0	0	0	0	0	0	0	0	0	0	0	0
Gm17030_ENSMUSG00000090660	0	0	0	0	0	0	0	1	0	1	0	0
Gm7371_ENSMUSG00000114885	0	0	0	0	0	0	0	0	0	0	0	0
Gm49341_ENSMUSG00000114199	0	0	0	0	0	0	0	0	0	0	0	0
Nid2_ENSMUSG00000021806	2649	2847	2271	537	1392	816	2148	2268	3472	1143	1012	868
Rtraf_ENSMUSG00000021807	4348	3905	3824	5647	6524	5152	4329	3752	6035	8014	12403	5706
D14Ertd670e_ENSMUSG00000114350	0	0	0	0	1	0	0	0	0	1	0	2
Gm48283_ENSMUSG00000114436	0	1	1	0	1	1	0	0	0	0	2	0
Gng2_ENSMUSG00000043004	1154	1362	1343	1764	2193	1945	1226	1375	1776	2653	4487	2152
Gm48339_ENSMUSG00000114498	0	0	1	0	0	0	0	0	0	0	0	0
Saysd1_ENSMUSG00000045107	669	659	622	320	450	309	584	553	721	441	641	353
Kcnk5_ENSMUSG00000023243	765	710	666	136	460	161	592	670	990	291	223	237
Gm48394_ENSMUSG00000114523	0	0	0	0	0	0	0	0	0	0	0	0
Gm24912_ENSMUSG00000087916	0	0	0	0	0	0	0	0	0	0	0	0
Gm48395_ENSMUSG00000114439	0	1	0	0	0	0	0	0	0	0	0	0
Gm2048_ENSMUSG00000114410	9	19	7	0	3	0	12	14	21	0	2	2
Kcnk16_ENSMUSG00000023387	20891	20039	17642	1463	964	1370	14521	13390	16809	1317	3017	1083
Nudt13_ENSMUSG00000021809	1269	1239	1032	562	557	604	847	1092	1155	763	1667	914
Ecd_ENSMUSG00000021810	4771	4738	4896	2352	2467	2505	4029	3876	5107	3704	6052	3002
Fam149b_ENSMUSG00000039599	2715	2635	2533	1649	1882	1510	2533	2265	3350	2162	3722	1830
Gm30054_ENSMUSG00000114937	4	7	1	5	9	0	0	3	3	3	2	0
Dnajc9_ENSMUSG00000021811	1540	1749	1657	1349	1311	1250	1837	1484	2119	1743	3317	1406
Mrps16_ENSMUSG00000049960	1149	1170	1119	1024	1203	1104	1033	1015	1448	1228	2163	972
Cfap70_ENSMUSG00000039543	62	64	50	16	18	20	76	78	92	19	53	16
7330404K18Rik_ENSMUSG00000084942	0	0	0	0	0	0	0	0	0	0	2	1
Anxa7_ENSMUSG00000021814	8024	7632	7189	17898	17777	16002	8069	6867	10767	19596	32714	15271
Mss51_ENSMUSG00000021815	43	77	71	22	27	33	64	76	59	37	64	43
Ppp3cb_ENSMUSG00000021816	3826	5001	4953	3379	3855	3482	5302	4220	6435	4916	7723	3962
1810062O18Rik_ENSMUSG00000084925	37	59	36	93	56	76	44	31	70	149	192	99
Usp54_ENSMUSG00000034235	1678	1710	1609	652	1104	762	1759	1550	2145	998	1735	1013
2810402E24Rik_ENSMUSG00000099966	996	1053	999	271	238	252	999	905	1214	371	681	343
Myoz1_ENSMUSG00000068697	4	2	2	5	15	4	2	2	9	13	5	3
Synpo2l_ENSMUSG00000039376	71	21	33	59	34	45	32	33	34	80	122	51
Sec24c_ENSMUSG00000039367	12349	12330	12210	6215	7721	6804	11636	10787	14892	9417	16744	8703
6230400D17Rik_ENSMUSG00000097577	80	69	69	85	68	110	81	56	110	113	302	93
Mir6946_ENSMUSG00000098602	3	4	2	2	5	2	1	2	3	0	5	1
Fut11_ENSMUSG00000039357	900	1019	829	345	763	379	952	813	1218	669	660	505
Gm25328_ENSMUSG00000095087	1	5	0	0	0	0	2	2	5	0	2	0
Chchd1_ENSMUSG00000063787	1563	1620	1675	1601	1869	1556	1547	1451	2073	2172	3230	1609
Zswim8_ENSMUSG00000021819	14552	14363	12528	9579	9717	10935	12271	12529	16094	13172	28132	13996
Ndst2_ENSMUSG00000039308	1461	1595	1393	739	1093	801	1415	1418	1844	1098	1766	1063
Camk2g_ENSMUSG00000021820	1609	1634	1599	709	1203	761	1636	1491	1927	1027	1641	893
Gm30108_ENSMUSG00000114241	4	2	4	0	0	0	7	1	1	0	0	0
Plau_ENSMUSG00000021822	1440	1474	1425	2993	5931	3544	1249	1299	1989	5596	6352	4219
Gm6128_ENSMUSG00000114728	0	0	0	0	0	0	0	0	0	0	0	0
Vcl_ENSMUSG00000021823	5615	5952	6466	9031	12421	9636	5346	5289	7202	14164	22487	12917
Ap3m1_ENSMUSG00000021824	4181	5290	5496	2211	3007	2551	5145	4486	6397	3213	5041	2680
Adk_ENSMUSG00000039197	3455	3593	3674	1586	2806	1832	3884	3349	4560	2313	3096	1865
Gm26372_ENSMUSG00000088456	0	0	0	0	1	0	1	0	0	0	0	0
Gm30363_ENSMUSG00000114875	0	9	5	3	0	0	3	2	4	0	0	0
Gm25864_ENSMUSG00000088873	0	0	0	0	0	0	0	0	0	0	0	0
Kat6b_ENSMUSG00000021767	3776	3747	3145	1261	1740	1278	3647	3198	4424	1814	3052	1711
Dupd1_ENSMUSG00000063821	2	2	4	3	3	2	2	3	3	0	5	0
Dusp13_ENSMUSG00000021768	18	12	2	32	18	18	18	28	17	27	67	28
Gm15935_ENSMUSG00000084940	3	0	0	0	1	3	0	0	0	6	4	2
Samd8_ENSMUSG00000021770	2795	3500	3246	3542	3929	2982	3526	2866	3964	4586	7371	3703
Gm23502_ENSMUSG00000065836	0	0	0	0	1	0	3	1	0	1	0	2
Vdac2_ENSMUSG00000021771	8230	8335	8950	9137	11761	10325	7737	7746	10447	13383	21351	10034
Comtd1_ENSMUSG00000021773	303	250	260	349	318	295	275	276	310	392	714	344
A430057M04Rik_ENSMUSG00000090564	19	24	20	20	40	19	22	19	23	34	42	32
4931407E12Rik_ENSMUSG00000114352	0	0	0	0	0	0	0	0	0	0	0	0
Gm37590_ENSMUSG00000104232	0	0	0	0	0	0	0	0	0	0	0	0
Zfp503_ENSMUSG00000039081	1029	926	913	332	891	496	925	755	1320	616	583	448
C130012C08Rik_ENSMUSG00000103160	2	0	2	1	1	5	6	2	3	1	4	1
Lrmda_ENSMUSG00000063458	41	43	73	102	225	132	49	44	57	154	186	132
Gm27532_ENSMUSG00000098542	0	0	0	0	0	0	0	0	0	0	0	0
Gm7480_ENSMUSG00000114205	0	0	0	0	0	0	0	0	0	0	0	0
4930405A10Rik_ENSMUSG00000114412	0	0	0	0	0	0	0	0	0	0	0	0
Gm5670_ENSMUSG00000059827	0	0	0	0	0	0	0	0	0	0	0	0
Gm7473_ENSMUSG00000114967	0	0	0	0	0	0	0	0	0	1	3	0
Gm47601_ENSMUSG00000114496	0	0	0	0	0	0	0	0	1	1	0	0
Gm10248_ENSMUSG00000068680	0	0	0	0	1	0	0	0	1	0	0	0
Kcnma1_ENSMUSG00000063142	4640	5177	4982	1072	968	1010	5323	4078	5798	1473	2692	1286
Gm46443_ENSMUSG00000114803	0	0	0	0	0	0	0	0	0	0	0	0
5430425E15Rik_ENSMUSG00000114751	0	0	0	0	0	0	0	0	0	0	0	0
Gm29626_ENSMUSG00000100100	0	0	0	0	0	0	0	0	0	0	0	0
4930519K11Rik_ENSMUSG00000114953	107	154	124	17	19	16	90	95	126	24	46	23
Gm31392_ENSMUSG00000114722	1	0	0	0	0	0	0	0	0	0	0	1
Gm6158_ENSMUSG00000090381	19	19	20	10	22	11	21	31	28	18	32	16
Mir7210_ENSMUSG00000105723	0	0	0	0	0	0	0	0	0	0	0	0
Dlg5_ENSMUSG00000021782	4686	4812	4422	2440	4271	2739	4651	3828	5922	3815	6103	3641
Gm49098_ENSMUSG00000114880	3	4	2	2	0	1	0	2	5	0	4	2
Gm17105_ENSMUSG00000091079	0	0	0	0	0	0	3	1	0	0	1	0
Gm19034_ENSMUSG00000114648	0	0	0	0	0	0	0	0	0	0	0	0
E330034G19Rik_ENSMUSG00000038925	0	1	0	0	0	0	0	0	0	1	0	0
Gm18276_ENSMUSG00000114913	0	0	0	0	0	0	0	0	0	0	0	0
Gm47774_ENSMUSG00000114567	0	0	0	0	0	0	0	0	0	0	0	0
Gm41109_ENSMUSG00000114207	0	0	0	0	0	0	0	0	0	0	0	0
Gm47814_ENSMUSG00000114575	53	62	73	45	29	29	59	70	53	48	65	42
Polr3a_ENSMUSG00000025280	2084	2048	1863	1137	1418	1237	1971	1786	2449	1612	2985	1521
Rps24_ENSMUSG00000025290	28542	27186	27205	29425	39030	29369	26055	24652	35287	40771	62847	29554
4930542C16Rik_ENSMUSG00000048628	0	0	1	0	0	0	1	0	0	0	0	0
4930428N03Rik_ENSMUSG00000089887	5	2	2	0	0	0	4	2	5	0	0	0
Gm47906_ENSMUSG00000114965	0	2	2	0	0	0	0	0	5	0	0	0
Gm10398_ENSMUSG00000072686	0	0	0	0	0	0	0	0	0	0	0	0
Gm47907_ENSMUSG00000114416	0	0	0	0	0	0	0	0	0	0	0	0
Gm38408_ENSMUSG00000114924	63	34	37	1	1	6	24	15	24	4	11	5
Gm47909_ENSMUSG00000114855	0	1	0	0	0	0	0	0	0	0	0	0
Gm32123_ENSMUSG00000114288	100	105	113	12	6	10	92	95	137	16	33	25
Gm32224_ENSMUSG00000114271	34	38	32	5	2	0	31	37	44	6	4	6
4930572O13Rik_ENSMUSG00000114916	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz1os1_ENSMUSG00000087535	131	129	130	30	32	18	128	134	153	51	80	38
Gm26660_ENSMUSG00000097601	92	130	103	24	35	33	103	112	140	33	56	46
Gm17747_ENSMUSG00000114232	1	1	0	0	0	2	0	2	1	0	0	0
Zmiz1_ENSMUSG00000007817	16680	15115	13537	9891	19297	10764	14918	13325	19526	16196	19944	14189
Gm47920_ENSMUSG00000114709	79	53	52	92	52	78	61	58	90	147	322	118
Gm47921_ENSMUSG00000114539	0	1	2	0	0	1	0	0	1	4	1	0
Mir3075_ENSMUSG00000093081	2	0	0	0	0	0	0	0	0	0	0	0
Gm26772_ENSMUSG00000097136	9	8	5	0	3	0	6	11	10	0	1	0
Ppif_ENSMUSG00000021868	1120	1219	1100	1458	1545	1570	982	1034	1317	2002	3701	2019
Ppifos_ENSMUSG00000114922	2	1	1	0	6	11	0	2	4	4	7	6
1700054O19Rik_ENSMUSG00000104183	0	0	0	0	2	0	0	0	0	0	0	0
Zcchc24_ENSMUSG00000055538	899	886	859	858	2119	911	701	753	1185	1321	1265	907
Gm27185_ENSMUSG00000099057	0	0	0	0	0	0	0	0	0	0	0	0
Gm23701_ENSMUSG00000077081	0	0	0	0	0	0	0	0	0	0	0	0
Anxa11_ENSMUSG00000021866	2535	2154	1900	1548	1924	1574	2538	2005	3089	2361	4182	2087
Anxa11os_ENSMUSG00000098609	10	5	7	9	4	3	6	7	14	11	24	15
Plac9a_ENSMUSG00000095304	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254a_ENSMUSG00000072676	0	0	0	0	0	0	0	0	0	0	0	0
Cphx1_ENSMUSG00000095975	0	0	0	0	0	0	1	1	1	0	0	0
Gm19013_ENSMUSG00000098897	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl1_ENSMUSG00000048502	2	0	0	0	0	0	8	2	5	0	4	0
Gm2260_ENSMUSG00000098428	0	0	0	0	0	0	0	0	0	0	0	0
Gm9780_ENSMUSG00000094800	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254c_ENSMUSG00000072680	0	0	0	0	0	0	0	0	0	0	0	0
Gm19014_ENSMUSG00000099325	0	0	0	0	0	0	0	0	0	0	0	0
Cphx2_ENSMUSG00000098463	0	0	0	0	0	0	0	0	0	0	0	0
Cphx3_ENSMUSG00000094817	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl2_ENSMUSG00000072675	0	0	0	0	0	0	0	0	0	0	0	0
Gm2274_ENSMUSG00000098369	0	0	0	0	0	0	0	0	0	0	0	0
Plac9b_ENSMUSG00000072674	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254b_ENSMUSG00000021867	0	0	0	0	0	0	0	0	0	0	0	0
Gm19015_ENSMUSG00000098524	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl3_ENSMUSG00000072672	0	0	0	0	0	0	0	0	0	0	0	0
Gm18578_ENSMUSG00000114921	0	0	0	0	0	0	0	0	0	1	0	1
Gm34059_ENSMUSG00000114753	2	0	0	0	1	1	2	0	5	1	1	2
4933413J09Rik_ENSMUSG00000021874	0	0	0	1	0	0	0	0	0	0	0	0
Crb1-ps_ENSMUSG00000089978	0	0	0	0	0	0	0	0	1	0	2	0
Slmapos2_ENSMUSG00000090104	0	0	0	0	0	0	0	0	0	0	0	0
Slmap_ENSMUSG00000021870	5217	5328	5294	2425	4450	2749	5857	4685	6727	4064	5417	3328
Gm24031_ENSMUSG00000065864	0	0	0	0	0	0	0	0	0	0	0	0
Gm2178_ENSMUSG00000078128	0	0	0	0	0	0	0	0	0	0	0	0
Gm18215_ENSMUSG00000107452	0	0	0	0	0	0	0	0	0	0	0	0
Gm7565_ENSMUSG00000107911	0	1	0	0	2	0	1	0	1	1	2	1
Dennd6a_ENSMUSG00000040818	2626	3080	3034	1379	1833	1382	3206	2659	3895	2029	3199	1703
Arf4os_ENSMUSG00000090861	17	7	6	11	16	9	10	11	11	6	16	15
Arf4_ENSMUSG00000021877	12527	14188	14448	13513	18641	14149	13757	12376	18657	20805	29402	14249
Pde12_ENSMUSG00000043702	1503	1611	1533	1157	1484	1223	1612	1367	1954	1774	2535	1337
Mir7672_ENSMUSG00000098751	0	0	0	0	0	0	0	0	0	0	0	0
9930004E17Rik_ENSMUSG00000096052	5	9	9	8	15	9	6	8	16	5	23	14
Dnah12_ENSMUSG00000021879	6	9	10	8	10	11	5	14	11	22	30	9
Asb14_ENSMUSG00000021898	0	0	0	0	0	0	0	0	0	0	2	0
Appl1_ENSMUSG00000040760	2522	3033	2781	2079	2787	2177	3042	2564	3813	3270	5357	2751
Gm41115_ENSMUSG00000114785	0	0	0	0	0	0	0	0	0	0	0	0
Hesx1_ENSMUSG00000040726	4	8	8	8	18	12	7	12	11	32	53	22
Il17rd_ENSMUSG00000040717	410	384	365	777	987	657	497	412	642	1199	2086	1023
Arhgef3_ENSMUSG00000021895	1834	2116	2230	2867	4706	3459	1894	1888	2760	5037	6571	3934
Gm7591_ENSMUSG00000114349	4	7	9	8	10	2	6	9	14	7	13	5
Gm49616_ENSMUSG00000114888	1	1	3	0	0	0	0	0	3	0	0	1
Gm23633_ENSMUSG00000093034	0	0	0	0	1	0	0	0	0	0	0	0
Fam208a_ENSMUSG00000040651	2352	3507	3238	945	1657	1083	3431	2997	4158	1532	2306	1387
Ccdc66_ENSMUSG00000046753	1109	1301	1249	852	975	877	1245	1154	1620	1206	2033	990
Gm22485_ENSMUSG00000088615	0	2	0	0	0	0	0	0	2	0	1	1
Gm25697_ENSMUSG00000064836	0	0	0	0	0	0	0	0	0	0	0	0
Gm7604_ENSMUSG00000114482	0	0	0	0	1	0	0	0	0	1	1	3
Erc2_ENSMUSG00000040640	610	737	597	372	362	373	803	651	961	461	793	437
Gm18398_ENSMUSG00000114653	1	0	0	0	0	0	0	1	1	2	0	0
Gm45645_ENSMUSG00000109849	1	0	0	0	0	0	0	0	1	0	0	0
Gm20242_ENSMUSG00000114503	0	0	0	0	0	0	1	0	0	0	0	0
Wnt5a_ENSMUSG00000021994	2074	2171	2082	848	2807	911	1800	1748	2838	1626	1167	1046
Gm2670_ENSMUSG00000097002	5	10	10	13	15	12	15	15	13	12	8	5
Gm35164_ENSMUSG00000114818	0	0	0	2	0	0	0	0	0	0	0	0
Gm18079_ENSMUSG00000114201	0	0	0	0	0	0	0	0	0	0	0	0
Gm35217_ENSMUSG00000114577	0	0	0	0	0	0	0	0	0	0	0	0
Cacna2d3_ENSMUSG00000021991	102	107	86	61	50	63	122	116	140	73	129	70
Gm23999_ENSMUSG00000088682	0	0	0	0	0	0	0	0	0	0	0	0
Lrtm1_ENSMUSG00000045776	3	6	5	0	0	0	1	0	6	0	0	1
Gm48004_ENSMUSG00000114595	0	0	0	0	0	0	0	0	0	0	0	0
Gm6043_ENSMUSG00000075245	0	0	1	0	1	0	0	0	0	4	3	0
Gm48006_ENSMUSG00000114760	0	0	0	0	0	0	0	0	0	0	0	0
Gm48005_ENSMUSG00000114758	0	0	0	0	0	0	0	0	0	0	0	0
Gm48003_ENSMUSG00000114704	0	0	0	0	0	0	0	0	0	0	0	0
Gm48058_ENSMUSG00000114570	0	0	0	0	0	0	1	0	0	0	0	0
Gm41118_ENSMUSG00000114815	0	0	0	0	0	0	0	0	1	0	0	1
Gm35281_ENSMUSG00000114774	0	0	0	0	0	0	0	0	0	0	1	0
Gm7633_ENSMUSG00000114606	0	0	0	0	0	0	0	0	0	0	0	0
Gm47414_ENSMUSG00000114424	23	56	52	19	17	19	37	42	36	24	75	39
Selenok_ENSMUSG00000042682	6799	7977	8664	9095	8386	8769	7473	6527	9729	12732	21272	9355
Actr8_ENSMUSG00000015971	2397	2572	2563	1234	1443	1283	2524	2321	2949	1772	2841	1498
Mir6947_ENSMUSG00000104926	1	0	0	0	0	0	0	1	2	0	1	0
Il17rb_ENSMUSG00000015966	30	13	17	9	32	20	9	30	54	15	23	12
Chdh_ENSMUSG00000015970	477	459	418	248	832	323	377	433	672	296	369	351
Gm18760_ENSMUSG00000114705	6	0	1	1	0	0	0	1	0	0	1	1
Cacna1d_ENSMUSG00000015968	7877	8854	7843	1459	1317	1457	8114	7177	9916	2013	4040	2119
Gm47570_ENSMUSG00000114650	3	0	0	0	0	0	0	0	0	0	0	0
Gm18072_ENSMUSG00000114670	0	0	0	0	0	0	0	0	0	0	0	0
Gm47576_ENSMUSG00000114386	0	0	0	0	0	0	0	0	0	0	0	0
Gm7621_ENSMUSG00000114397	0	0	0	0	1	0	0	0	0	0	0	0
Gm18681_ENSMUSG00000114966	0	0	0	0	0	0	0	0	0	0	0	0
Dcp1a_ENSMUSG00000021962	2129	2316	2082	1185	1576	1182	2060	1970	2713	1805	2938	1586
Tkt_ENSMUSG00000021957	9568	9586	9801	6829	12480	7490	9483	8465	13181	9695	13392	7947
Mir3076_ENSMUSG00000093156	0	0	0	0	1	0	0	0	0	0	0	0
Prkcd_ENSMUSG00000021948	2327	2244	1892	2547	4883	2995	1871	1887	2541	4224	6258	3530
Gm7644_ENSMUSG00000114553	0	0	1	0	0	0	2	0	0	0	2	2
Rft1_ENSMUSG00000052395	966	1056	1014	534	800	566	1022	977	1364	737	1278	652
Sfmbt1_ENSMUSG00000006527	3198	3474	3273	2229	2457	2128	3431	2864	4297	3380	5539	2770
1700087M22Rik_ENSMUSG00000115723	0	0	0	0	2	1	0	1	2	2	0	0
Gm15667_ENSMUSG00000115370	14	4	2	2	13	6	7	2	10	7	25	6
Tmem110_ENSMUSG00000006526	661	662	611	509	766	488	577	565	843	590	887	490
Mustn1_ENSMUSG00000042485	108	125	81	77	253	123	94	156	214	151	143	106
Itih4_ENSMUSG00000021922	40	15	60	14	11	40	64	60	87	17	42	9
Itih3_ENSMUSG00000006522	4	2	2	0	6	1	4	4	6	3	0	2
Itih1_ENSMUSG00000006529	46	37	36	8	11	22	38	46	36	17	22	2
Nek4_ENSMUSG00000021918	1087	1237	1059	564	690	558	1190	1006	1389	798	1286	623
Spcs1_ENSMUSG00000021917	5429	6462	6554	4777	5878	5002	6151	5287	8030	6597	10459	5086
Glt8d1_ENSMUSG00000021916	2543	3067	2818	1167	1287	1263	2770	2501	3527	1522	2821	1316
Gnl3_ENSMUSG00000042354	3007	3217	3362	3558	3717	3656	2707	2708	3812	4907	9587	4370
Snord69_ENSMUSG00000077212	0	0	0	0	0	0	0	0	0	0	0	0
Gm24916_ENSMUSG00000087912	0	0	0	0	0	0	0	0	0	0	0	0
Snord19_ENSMUSG00000077797	0	0	0	0	0	0	0	0	0	0	0	0
Pbrm1_ENSMUSG00000042323	6795	7902	7174	3269	5891	3660	8136	6517	9727	4796	7131	4210
Gm49094_ENSMUSG00000115412	0	0	0	0	0	0	0	0	0	0	0	0
Gm5459_ENSMUSG00000090305	0	0	1	0	0	0	0	0	1	0	2	1
Smim4_ENSMUSG00000058351	400	460	500	184	225	197	467	456	574	280	449	203
Nt5dc2_ENSMUSG00000071547	2301	2355	2270	759	1516	835	2479	2033	3073	1451	1409	987
Stab1_ENSMUSG00000042286	2406	2532	1742	1810	2956	1734	1563	2050	2911	2431	3117	1723
Nisch_ENSMUSG00000021910	29692	32874	28479	10709	14709	12105	29153	27853	36496	16474	27717	15159
Tnnc1_ENSMUSG00000091898	173	194	205	297	319	313	144	206	248	417	662	283
Sema3g_ENSMUSG00000021904	485	476	464	53	60	38	419	482	677	63	124	50
Phf7_ENSMUSG00000021902	688	652	688	343	375	329	598	607	793	455	709	394
Bap1_ENSMUSG00000021901	3785	4129	3838	3206	3528	3178	3750	3423	5266	4294	7655	3547
Dnah1_ENSMUSG00000019027	34	34	26	9	28	10	22	30	32	13	24	3
Gm35823_ENSMUSG00000115311	0	0	0	0	1	0	0	0	0	1	0	0
Gm49217_ENSMUSG00000115468	0	0	0	0	0	0	0	0	0	0	0	0
Gm49791_ENSMUSG00000115445	0	0	0	0	0	0	0	0	0	0	0	0
Capn7_ENSMUSG00000021893	4696	5150	4912	1899	2507	2011	5236	4337	5972	2733	4757	2392
Sh3bp5_ENSMUSG00000021892	1163	1201	1217	573	990	614	1093	1088	1599	1001	1277	694
Gm49252_ENSMUSG00000115283	2	2	3	0	1	1	3	4	7	1	8	2
Mettl6_ENSMUSG00000021891	1051	1036	931	1090	1290	1154	992	930	1204	1658	2695	1246
