gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Gm47544_ENSMUSG00000111403	0	1	0	0	0	0	0	0	0	0	0	0
Zpr1_ENSMUSG00000032078	1642	1741	1508	1945	1836	1634	1504	1494	2034	2496	4233	2087
Bud13_ENSMUSG00000032077	1096	989	1021	900	900	771	956	889	1211	1068	1740	887
4931429L15Rik_ENSMUSG00000056617	0	0	0	0	0	0	0	0	0	0	0	0
Gm39329_ENSMUSG00000111126	0	0	0	1	0	0	0	0	0	0	0	1
4930448E22Rik_ENSMUSG00000097463	11	7	12	1	4	4	6	9	9	2	0	0
Gm31374_ENSMUSG00000110864	0	0	0	0	0	0	0	0	6	0	0	0
Gm47141_ENSMUSG00000110802	0	1	0	0	0	0	1	0	0	0	0	0
Gm47144_ENSMUSG00000111115	0	0	1	0	0	0	0	0	0	0	0	0
Gm31432_ENSMUSG00000110767	31	34	34	6	3	5	48	26	48	6	18	10
Gm22659_ENSMUSG00000077383	0	0	1	0	0	1	5	2	4	0	0	0
Gm48945_ENSMUSG00000111649	38	24	39	2	1	1	25	24	41	6	10	4
Gm22805_ENSMUSG00000064673	0	0	0	0	0	0	0	0	0	0	0	0
Gm31557_ENSMUSG00000111800	39	51	29	1	2	5	30	33	29	3	5	3
Gm8863_ENSMUSG00000111783	0	0	0	0	0	0	0	0	0	0	0	0
Gm31614_ENSMUSG00000111236	0	2	2	1	0	1	0	0	3	2	1	0
2900052N01Rik_ENSMUSG00000099696	3	6	6	0	0	0	4	3	2	0	0	0
Gm47153_ENSMUSG00000111482	0	0	0	0	0	0	0	0	0	0	0	0
Gm4791_ENSMUSG00000094893	206	197	200	29	11	18	326	240	362	38	76	39
Gm31698_ENSMUSG00000111669	0	0	0	0	2	0	0	0	0	0	0	0
Gm31816_ENSMUSG00000109844	10	5	3	2	1	6	9	3	11	0	7	1
Gm47160_ENSMUSG00000111755	1	0	2	0	0	0	0	1	0	0	0	0
Gm47161_ENSMUSG00000111703	0	0	0	0	0	0	0	0	0	0	0	0
Gm22286_ENSMUSG00000094895	0	0	0	0	0	0	0	0	0	0	0	0
Cadm1_ENSMUSG00000032076	2157	2366	2410	1476	3160	1474	2136	2035	3247	2073	2182	1859
Gm47198_ENSMUSG00000110959	0	0	0	0	0	0	0	0	0	1	0	0
Gm47197_ENSMUSG00000111155	0	0	0	0	0	0	0	0	0	0	0	0
Gm47213_ENSMUSG00000111668	0	0	0	0	0	0	0	0	0	0	0	0
Gm47215_ENSMUSG00000111294	0	0	0	0	0	0	0	0	0	0	0	0
Gm47236_ENSMUSG00000111437	0	0	0	0	0	0	0	0	0	0	0	0
A730065G17Rik_ENSMUSG00000111117	0	0	0	0	0	0	0	0	0	0	0	0
Gm40518_ENSMUSG00000110924	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe4_ENSMUSG00000044229	240	296	313	82	159	99	256	315	422	156	191	132
Nxpe2_ENSMUSG00000032028	75	64	64	11	7	9	79	80	106	10	15	15
Nxpe1-ps_ENSMUSG00000109675	2	0	0	1	0	0	2	0	2	0	0	0
Gm5616_ENSMUSG00000063543	33	44	35	40	26	38	51	34	52	46	63	26
Rexo2_ENSMUSG00000032026	2604	2712	2791	2505	3110	2420	2505	2264	3323	3528	5383	2634
Rbm7_ENSMUSG00000042396	1387	1563	1487	1327	1561	1343	1653	1390	2031	1976	3065	1502
Gm5617_ENSMUSG00000042293	481	453	481	367	284	304	469	438	569	492	732	304
Gm23653_ENSMUSG00000080401	0	0	0	0	0	0	0	0	0	0	0	0
Nnmt_ENSMUSG00000032271	59	42	48	91	281	92	30	28	48	195	130	110
Zbtb16_ENSMUSG00000066687	16	20	26	12	28	19	17	28	28	25	21	14
Gm32335_ENSMUSG00000111570	0	0	0	0	0	0	0	0	0	0	0	0
Htr3a_ENSMUSG00000032269	80	104	104	75	43	53	129	89	146	58	132	62
Htr3b_ENSMUSG00000008590	4	13	4	6	5	4	13	2	14	6	4	4
Usp28_ENSMUSG00000032267	292	424	344	188	333	208	355	340	471	246	395	246
Cldn25-ps_ENSMUSG00000105298	0	0	0	0	0	0	0	0	0	0	0	0
1700042D02Rik_ENSMUSG00000105991	0	0	0	0	0	0	0	0	0	0	0	0
Zw10_ENSMUSG00000032264	1061	1052	1008	593	689	538	921	911	1168	808	1394	685
Tmprss5_ENSMUSG00000032268	12	19	28	4	4	5	17	15	27	2	13	2
Gm4894_ENSMUSG00000054156	0	0	0	0	0	0	0	0	0	0	0	0
Drd2_ENSMUSG00000032259	11	4	3	11	8	13	0	7	2	12	19	10
Ankk1_ENSMUSG00000032257	0	0	0	1	6	1	0	0	0	2	5	5
Ttc12_ENSMUSG00000040219	316	271	289	228	509	314	249	241	440	396	453	300
Ncam1_ENSMUSG00000039542	5031	5783	4526	1560	1806	1365	5357	4851	6925	2299	3090	2020
Gm11149_ENSMUSG00000079564	8	15	9	3	1	0	1	2	8	5	10	5
Gm25633_ENSMUSG00000094255	0	0	0	0	0	0	0	0	0	0	0	0
Gm47543_ENSMUSG00000111682	0	0	0	0	0	0	0	0	0	0	0	0
Gm8907_ENSMUSG00000098012	1	0	0	0	0	0	0	0	0	0	0	0
Gm4042_ENSMUSG00000111589	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik_ENSMUSG00000110916	0	1	0	0	0	1	0	0	0	0	4	0
Gm39336_ENSMUSG00000111359	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps3_ENSMUSG00000058443	180	142	156	211	184	197	153	136	216	208	364	208
Plet1os_ENSMUSG00000101304	38	31	31	15	49	22	25	31	32	29	53	30
Plet1_ENSMUSG00000032068	341	273	268	3002	10350	3214	330	273	488	6010	7305	5354
Pts_ENSMUSG00000032067	1926	2241	1977	780	788	743	2024	1949	2386	1235	1923	939
Gm47077_ENSMUSG00000111654	0	2	0	0	0	0	0	0	0	0	0	0
Bco2_ENSMUSG00000032066	96	82	91	9	14	14	117	98	102	31	38	8
Il18_ENSMUSG00000039217	122	150	118	166	112	120	168	124	183	196	295	139
Tex12_ENSMUSG00000032065	0	0	0	0	0	0	0	0	0	1	0	0
Sdhd_ENSMUSG00000000171	2895	3134	3137	2359	2813	2314	3176	2771	3945	3530	5320	2593
Timm8b_ENSMUSG00000039016	749	780	737	687	861	721	733	599	903	1151	1501	704
Nkapd1_ENSMUSG00000059820	934	985	1061	802	894	768	1002	831	1295	1224	1907	936
Pih1d2_ENSMUSG00000000167	123	135	174	32	46	41	120	120	167	45	81	58
Dlat_ENSMUSG00000000168	2719	2931	3025	1865	2443	1745	3254	2662	3874	2594	3837	2096
Dixdc1_ENSMUSG00000032064	658	800	726	156	275	173	825	691	1009	326	401	253
2310030G06Rik_ENSMUSG00000032062	1128	1187	1227	531	507	548	1195	1035	1312	770	1297	631
Hspb2_ENSMUSG00000038086	37	24	26	52	109	53	19	27	27	91	71	65
Cryab_ENSMUSG00000032060	786	765	718	1070	2508	1289	842	680	1043	2524	2086	1227
1110032A03Rik_ENSMUSG00000037971	1129	1175	1049	553	529	565	1194	1101	1454	812	1323	638
Fdxacb1_ENSMUSG00000037845	268	248	275	187	179	188	268	204	326	253	357	190
Alg9_ENSMUSG00000032059	1177	1112	1136	623	1139	752	1144	1065	1516	916	1250	705
Ppp2r1b_ENSMUSG00000032058	1958	2227	2163	1048	1461	1069	1990	1778	2592	1454	2207	1251
Gm25558_ENSMUSG00000088708	0	0	0	0	0	0	0	1	0	0	0	0
Sik2_ENSMUSG00000037112	2103	2064	1895	1081	1448	1009	2010	1648	2301	1558	2135	1289
Layn_ENSMUSG00000060594	302	221	220	677	1791	903	174	230	296	1574	1150	816
Btg4_ENSMUSG00000032056	0	3	1	0	2	1	1	3	1	0	4	1
4833427G06Rik_ENSMUSG00000032057	23	33	23	5	11	6	24	28	41	5	23	7
Mir34c_ENSMUSG00000065587	0	2	0	0	0	0	0	2	0	1	1	0
Mir34b_ENSMUSG00000065492	0	0	1	0	0	0	0	1	0	0	0	1
Gm32742_ENSMUSG00000110266	0	0	3	0	2	2	1	1	3	0	1	0
Pou2af1_ENSMUSG00000032053	2	17	5	2	54	1	5	7	25	7	0	0
Gm47828_ENSMUSG00000111862	0	0	0	0	1	1	0	0	0	0	0	1
Colca2_ENSMUSG00000079559	48	34	34	8	29	18	45	64	57	13	14	15
2010007H06Rik_ENSMUSG00000044694	29	36	34	4	7	5	29	40	60	4	10	4
1810046K07Rik_ENSMUSG00000036027	0	1	1	0	0	0	0	0	1	0	0	0
Gm47854_ENSMUSG00000078308	0	0	0	0	0	0	1	0	0	0	0	0
Gm7293_ENSMUSG00000111162	83	64	39	87	139	102	61	54	100	96	187	78
Gm8959_ENSMUSG00000110825	8	3	2	7	8	11	2	6	14	12	5	4
Arhgap20_ENSMUSG00000053199	15	13	8	167	572	177	10	6	23	380	219	159
Arhgap20os_ENSMUSG00000074354	0	0	0	0	0	0	0	0	0	0	0	0
Gm6980_ENSMUSG00000111357	0	1	0	0	0	0	0	0	0	0	0	0
4933407I05Rik_ENSMUSG00000111836	0	0	0	0	0	0	0	0	0	0	0	0
Fdx1_ENSMUSG00000032051	745	705	686	641	680	569	725	542	829	806	1213	623
Gm6981_ENSMUSG00000098076	40	22	27	26	24	19	27	24	28	24	39	22
Rdx_ENSMUSG00000032050	5332	5903	5771	3926	5435	4009	6216	5012	7562	6030	8761	4664
Gm27686_ENSMUSG00000099213	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h12c_ENSMUSG00000035164	1127	1326	1256	928	1310	956	1451	1086	1588	1518	2258	1164
Mir6244_ENSMUSG00000099311	1	0	0	2	0	0	4	1	0	1	2	2
Gm25562_ENSMUSG00000077796	0	0	0	0	0	0	0	0	0	0	0	0
Gm47957_ENSMUSG00000111561	0	0	0	0	0	0	0	0	0	0	0	0
Gm47960_ENSMUSG00000111780	0	0	0	0	0	0	0	0	0	0	0	0
AC166902.1_ENSMUSG00000111520	0	0	0	0	0	0	0	0	0	0	0	0
Gm49389_ENSMUSG00000111112	0	0	0	0	0	0	0	0	0	0	0	0
AI593442_ENSMUSG00000078307	86	71	94	92	92	99	48	67	65	82	202	97
Gm1715_ENSMUSG00000111020	0	0	0	0	0	1	0	0	0	1	1	1
Gm22242_ENSMUSG00000092965	0	0	0	0	0	0	0	0	0	0	0	0
Gm47981_ENSMUSG00000110833	0	0	0	0	0	0	0	0	0	0	0	0
Ddx10_ENSMUSG00000053289	1070	1108	1154	731	1113	741	1100	1032	1518	1122	1590	905
Gm47986_ENSMUSG00000111693	0	0	1	0	0	0	0	0	0	0	0	1
4930510E17Rik_ENSMUSG00000032048	0	0	0	0	0	1	0	0	0	0	0	0
Exph5_ENSMUSG00000034584	2003	2045	1677	633	649	580	2718	1723	2593	1100	1605	876
Kdelc2_ENSMUSG00000034487	822	810	816	333	570	361	757	617	920	459	667	366
Mir130c_ENSMUSG00000098362	0	0	0	0	0	0	0	0	1	0	0	0
4930550C14Rik_ENSMUSG00000005131	168	165	202	80	73	70	190	185	221	167	251	130
Atm_ENSMUSG00000034218	1447	1842	1537	646	1291	677	2262	1555	2262	1307	1712	1160
Npat_ENSMUSG00000033054	1250	1412	1292	672	931	770	1463	1169	1758	1215	1941	1020
Acat1_ENSMUSG00000032047	4833	4720	4596	938	1472	1076	4917	4414	5802	1321	2050	1139
Cul5_ENSMUSG00000032030	2831	3132	3014	1473	1934	1518	2962	2391	3614	2145	2983	1665
Gm22304_ENSMUSG00000064622	0	0	0	0	0	0	0	0	0	0	0	0
Gm16124_ENSMUSG00000086914	163	188	177	69	41	59	163	157	221	97	143	57
Rab39_ENSMUSG00000055069	229	358	347	90	75	86	118	84	135	73	69	41
Rps6-ps3_ENSMUSG00000082465	271	251	230	286	360	313	204	258	318	363	548	311
Gm48292_ENSMUSG00000111084	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f2_ENSMUSG00000042195	90	118	115	119	60	87	14	11	18	22	50	15
Sln_ENSMUSG00000042045	0	0	0	0	0	0	0	0	0	0	0	0
Gm16380_ENSMUSG00000059830	1	5	2	1	3	3	7	4	0	2	1	3
Elmod1_ENSMUSG00000041986	862	852	715	1391	880	1180	656	567	771	1705	3126	1151
Tnfaip8l3_ENSMUSG00000074345	71	100	93	296	181	230	85	69	95	134	405	213
Gm48346_ENSMUSG00000111379	0	0	0	0	0	0	0	0	0	0	0	0
Gm48345_ENSMUSG00000110854	0	0	0	0	0	0	0	0	0	0	0	0
Cyp19a1_ENSMUSG00000032274	0	0	0	0	0	0	0	0	0	0	0	0
Gldnos_ENSMUSG00000074343	0	0	0	0	0	0	0	0	0	0	0	0
Gldn_ENSMUSG00000046167	20	27	13	10	44	5	40	52	37	24	17	15
Dmxl2_ENSMUSG00000041268	3905	4470	3748	1531	1764	1531	4772	3588	5196	2283	3790	2257
Gm25980_ENSMUSG00000087801	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d7_ENSMUSG00000046460	0	0	1	0	0	0	3	0	2	0	1	1
Cib2_ENSMUSG00000037493	706	1058	863	281	330	284	1094	916	1346	748	1132	535
Idh3a_ENSMUSG00000032279	2528	2804	2752	1444	1845	1387	2736	2401	3421	2419	3505	1711
Acsbg1_ENSMUSG00000032281	995	760	676	592	1388	739	644	587	991	906	732	700
Gm7368_ENSMUSG00000110867	5	6	8	6	6	6	6	3	11	5	16	6
Dnaja4_ENSMUSG00000032285	3174	3290	3091	3966	3290	3632	3323	2877	3901	6359	11000	4454
Mir5710_ENSMUSG00000093441	0	0	0	0	1	0	0	0	0	1	1	1
Wdr61_ENSMUSG00000061559	1782	1855	1862	1252	1489	1276	1781	1585	2302	1608	2477	1369
Crabp1_ENSMUSG00000032291	94	56	45	7	32	9	34	56	115	4	7	11
Rab7-ps1_ENSMUSG00000111686	216	189	166	273	231	243	156	143	197	370	683	283
Ireb2_ENSMUSG00000032293	4084	4966	5229	1867	2600	1776	4933	4108	5966	3000	4448	2401
Hykk_ENSMUSG00000035878	152	180	177	26	69	34	218	160	226	56	92	37
AY074887_ENSMUSG00000044820	0	7	3	1	2	1	6	5	8	5	13	4
Psma4_ENSMUSG00000032301	3589	3448	3582	2880	4598	3048	3421	3056	4457	4703	6558	3343
Chrna5_ENSMUSG00000035594	5	8	8	7	8	9	8	9	9	12	19	7
Chrna3_ENSMUSG00000032303	104	57	74	22	23	8	70	44	89	23	56	13
Chrnb4_ENSMUSG00000035200	127	120	116	87	58	85	150	118	197	46	75	111
Gm47877_ENSMUSG00000111050	0	0	0	0	0	0	0	0	0	0	0	0
Gm47886_ENSMUSG00000111750	0	0	0	0	0	0	0	0	0	0	0	0
Gm47887_ENSMUSG00000111157	2	2	4	0	0	0	4	2	11	0	5	0
Gm7395_ENSMUSG00000110793	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q2_ENSMUSG00000032307	2112	2476	2465	2146	2123	2061	2599	2080	3001	2390	4313	1904
Fbxo22_ENSMUSG00000032309	1428	1543	1526	1166	1449	1220	1457	1345	2082	1708	2737	1357
Nrg4_ENSMUSG00000032311	14	15	14	20	9	32	21	16	28	19	34	21
Gm15625_ENSMUSG00000082744	0	0	0	0	0	0	0	0	0	0	0	0
Tmem266_ENSMUSG00000032313	128	119	113	163	125	144	123	119	139	145	222	109
Etfa_ENSMUSG00000032314	2126	2222	2348	1684	2171	1731	2491	2085	3085	2452	3409	1682
Gm5917_ENSMUSG00000110926	50	63	51	37	53	51	58	51	81	55	98	49
Isl2_ENSMUSG00000032318	2	4	3	1	8	0	5	5	3	5	4	1
Gm17226_ENSMUSG00000090270	0	0	0	0	0	0	0	0	0	0	0	0
Scaper_ENSMUSG00000034007	1213	1434	1369	961	1062	904	1520	1185	1780	1356	2676	1213
Gm23407_ENSMUSG00000064472	0	1	0	0	0	0	0	2	0	0	3	0
Gm7435_ENSMUSG00000111662	22	12	11	8	8	8	25	16	23	5	11	17
4930563M21Rik_ENSMUSG00000050702	4	0	1	0	0	0	0	0	2	0	0	0
Gm7439_ENSMUSG00000110957	0	0	0	0	0	0	0	0	0	0	0	0
Gm7444_ENSMUSG00000110989	0	0	0	0	1	0	0	0	0	0	1	0
Rcn2_ENSMUSG00000032320	2567	2851	2947	1470	2186	1302	2966	2577	3661	2516	3696	1961
Pstpip1_ENSMUSG00000032322	57	60	46	63	222	72	24	66	61	126	146	72
Tspan3_ENSMUSG00000032324	5311	6199	5922	3714	4138	3557	6307	5346	7849	5204	8148	3907
Peak1_ENSMUSG00000074305	1574	1631	1529	1267	4149	1579	1551	1504	2288	2710	2145	1602
Gm24270_ENSMUSG00000076281	2996	3253	1376	1928	1161	3180	2755	2901	3073	3271	5356	1580
Gm29322_ENSMUSG00000099543	0	0	0	0	1	0	0	0	1	0	0	0
Peak1os_ENSMUSG00000097111	1	1	2	1	1	3	0	0	1	0	3	1
Gm37842_ENSMUSG00000102617	0	0	0	0	0	0	0	0	0	0	0	0
Gm36940_ENSMUSG00000102419	0	0	0	0	1	0	0	0	0	0	1	0
Hmg20a_ENSMUSG00000032329	1619	1780	1628	749	1087	743	1654	1539	2126	1163	1746	965
Gm47175_ENSMUSG00000111343	45	32	26	4	12	5	24	22	51	9	15	11
Gm47176_ENSMUSG00000110821	0	0	0	0	0	0	0	0	0	0	0	0
Gm47178_ENSMUSG00000111201	10	7	5	2	3	5	5	7	9	0	10	2
Gm26868_ENSMUSG00000097870	3	4	1	0	0	0	4	1	2	0	0	2
Lingo1_ENSMUSG00000049556	492	525	377	108	125	104	491	375	614	134	170	121
Gm47235_ENSMUSG00000111037	0	0	0	0	0	0	1	0	0	0	0	0
Odf3l1_ENSMUSG00000045620	2	1	1	3	4	1	1	0	0	7	1	1
Cspg4_ENSMUSG00000032911	2317	2249	1850	1078	2301	1333	1939	1771	2905	2313	2306	1283
Gm47237_ENSMUSG00000110888	0	0	0	0	0	0	1	0	0	0	0	0
Snx33_ENSMUSG00000032733	701	687	619	410	774	430	662	647	881	564	830	527
4930442G15Rik_ENSMUSG00000111629	0	0	0	0	0	0	0	0	0	0	0	0
Gm19936_ENSMUSG00000110930	2	2	4	1	2	1	3	1	1	1	6	1
Imp3_ENSMUSG00000032288	1756	1799	1680	976	1378	996	1771	1494	2271	1233	1861	1014
Snupn_ENSMUSG00000055334	363	384	422	269	345	250	418	327	511	444	661	326
Ptpn9_ENSMUSG00000032290	2816	2876	2878	1519	2660	1610	2800	2440	3458	2290	2937	1751
Gm10658_ENSMUSG00000074284	31	22	36	6	19	7	31	32	36	9	12	1
Sin3a_ENSMUSG00000042557	4182	4207	4019	2336	2767	2245	4325	3785	5220	3082	4565	2665
2700012I20Rik_ENSMUSG00000097334	38	48	45	7	16	20	46	34	52	18	19	10
Man2c1os_ENSMUSG00000086728	66	54	41	22	30	29	71	66	67	51	87	29
Man2c1_ENSMUSG00000032295	3978	4227	3787	2077	1980	2198	3692	3667	4610	2540	5264	2612
Neil1_ENSMUSG00000032298	612	752	668	144	146	192	536	651	728	220	441	226
Commd4_ENSMUSG00000032299	1045	1292	1146	693	845	851	1048	1107	1377	1053	1883	916
1700041C23Rik_ENSMUSG00000100282	0	0	0	0	0	0	0	0	0	0	0	0
Trcg1_ENSMUSG00000070298	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik_ENSMUSG00000032300	1795	1608	1563	2422	3384	2507	1501	1382	2337	3212	4697	2779
Gm18996_ENSMUSG00000111457	0	0	0	0	0	0	0	0	0	0	0	0
Gm5121_ENSMUSG00000066626	4	2	4	2	2	1	1	2	7	4	4	1
Ppcdc_ENSMUSG00000063849	791	913	809	527	486	527	667	693	937	500	896	533
Scamp5_ENSMUSG00000040722	4657	5149	4518	3074	2754	3078	3072	2971	3896	3210	6014	2592
D9Wsu149_ENSMUSG00000111380	16	17	14	11	24	15	15	14	25	26	46	12
Gm18103_ENSMUSG00000111414	0	0	0	0	0	0	0	0	0	0	0	0
Gm6166_ENSMUSG00000074280	29	25	21	53	73	36	10	26	27	58	61	38
Rpp25_ENSMUSG00000062309	162	202	171	73	51	50	144	112	158	74	150	85
Cox5a_ENSMUSG00000000088	2380	2460	2551	2559	3414	2664	2234	2052	3040	3440	4453	2260
Gm26631_ENSMUSG00000097445	15	14	21	6	10	6	25	17	14	9	24	13
Fam219b_ENSMUSG00000032305	973	952	923	632	601	511	965	894	1201	880	1440	778
Mpi_ENSMUSG00000032306	656	840	679	503	610	512	694	622	920	746	1089	571
Scamp2_ENSMUSG00000040188	3792	3777	3885	2949	3773	3191	3848	3290	4962	4339	6442	3661
Ulk3_ENSMUSG00000032308	958	1088	993	434	572	510	900	953	1251	588	1164	703
Cplx3_ENSMUSG00000039714	4	5	5	2	5	0	14	1	22	13	22	2
Lman1l_ENSMUSG00000056271	2	2	6	1	8	1	0	3	5	6	3	4
Csk_ENSMUSG00000032312	2985	3019	2725	1835	2706	1905	2953	2608	3837	2805	3844	2187
Cyp1a2_ENSMUSG00000032310	1	7	2	0	0	1	1	1	3	0	0	0
Cyp1a1_ENSMUSG00000032315	312	520	559	69	90	19	474	320	594	100	145	76
Edc3_ENSMUSG00000038957	979	942	929	481	795	486	1075	847	1265	645	1004	586
Clk3_ENSMUSG00000032316	3017	3162	2691	2874	2867	2959	2475	2722	3439	3886	7065	3419
Gm17231_ENSMUSG00000091908	7	1	2	1	1	0	1	1	3	1	4	1
Arid3b_ENSMUSG00000004661	384	429	416	282	248	307	475	400	599	394	729	329
Ubl7_ENSMUSG00000055720	1683	1577	1542	1335	1530	1314	1649	1435	2060	1902	2808	1322
Sema7a_ENSMUSG00000038264	4650	4815	4508	2492	4510	3449	4412	4318	6701	3851	4054	2788
Gm17322_ENSMUSG00000097604	8	10	11	35	116	85	15	9	10	79	51	48
Cyp11a1_ENSMUSG00000032323	12	4	1	5	14	9	0	0	3	9	9	7
Ccdc33_ENSMUSG00000037716	43	42	38	220	217	260	20	16	35	282	626	214
Gm16130_ENSMUSG00000086624	0	0	0	0	0	1	0	0	0	3	0	2
Stra6_ENSMUSG00000032327	187	129	125	263	892	314	134	158	204	369	171	391
Gm16131_ENSMUSG00000085753	0	0	0	0	0	0	0	0	0	0	0	0
Islr_ENSMUSG00000037206	85	40	45	122	347	94	51	42	82	165	75	100
Gm47174_ENSMUSG00000110969	0	0	0	0	0	0	0	0	0	0	0	0
Islr2_ENSMUSG00000051243	8	15	11	35	34	39	13	8	23	48	93	51
1600029O15Rik_ENSMUSG00000057818	0	2	0	1	1	0	0	0	0	1	0	0
Pml_ENSMUSG00000036986	1657	1678	1524	2627	3495	2780	1618	1499	2154	3721	5870	3365
Mir6385_ENSMUSG00000098886	0	0	0	0	1	0	0	0	0	0	0	0
Stoml1_ENSMUSG00000032333	610	581	559	685	712	645	618	591	790	981	1531	744
Loxl1_ENSMUSG00000032334	2640	2200	2147	1815	5986	2101	1715	1879	3303	4159	2682	2353
Tbc1d21_ENSMUSG00000036244	0	0	0	0	0	0	0	0	1	0	0	0
1700072B07Rik_ENSMUSG00000100487	0	0	0	0	0	0	0	0	0	0	0	0
4930461G14Rik_ENSMUSG00000097651	0	0	1	1	0	2	0	1	0	0	0	1
Insyn1_ENSMUSG00000066607	306	334	306	303	733	312	255	271	454	390	318	314
Cd276_ENSMUSG00000035914	1957	1960	1806	1400	2460	1730	1874	1740	2533	2173	2558	1659
Gm10657_ENSMUSG00000103486	110	85	90	24	23	20	101	75	133	25	62	17
Nptn_ENSMUSG00000032336	4164	4727	4754	3112	4417	3017	4547	3950	5666	4537	6206	3441
Rec114_ENSMUSG00000074269	0	8	3	9	13	10	11	6	9	9	44	12
Gm20620_ENSMUSG00000093473	0	0	0	0	2	0	0	0	0	0	0	0
Hcn4_ENSMUSG00000032338	1639	1767	1350	540	282	643	1905	1443	2014	558	932	650
Neo1_ENSMUSG00000032340	6255	6290	5880	2663	4078	2750	6508	5347	7413	3979	6017	3676
Gm47271_ENSMUSG00000111846	0	0	0	0	0	0	0	0	0	2	0	1
Gm7589_ENSMUSG00000066592	131	136	121	152	208	144	124	110	170	178	314	156
Gm33053_ENSMUSG00000110789	2	1	0	0	0	0	1	3	0	1	0	0
Adpgk_ENSMUSG00000025236	1088	1271	1158	542	827	609	1032	967	1360	843	1282	694
Bbs4_ENSMUSG00000025235	939	1081	922	498	487	423	1072	931	1222	666	1071	620
Arih1_ENSMUSG00000025234	4291	4645	4506	3872	5011	3947	4780	3918	5859	5306	7856	4176
Rps11-ps1_ENSMUSG00000090516	236	164	137	217	237	216	125	142	237	218	306	194
Gm33180_ENSMUSG00000111852	0	0	0	0	0	2	0	0	0	1	0	1
Tmem202_ENSMUSG00000049526	31	46	38	57	71	47	50	36	35	100	127	69
Hexa_ENSMUSG00000025232	4631	4794	4849	3082	3361	2966	4777	3879	5394	4513	6261	3176
Celf6_ENSMUSG00000032297	843	863	740	577	388	470	895	805	1035	713	1539	788
Parp6_ENSMUSG00000025237	2513	2669	2491	1598	1455	1553	2614	2263	3274	2107	3912	1790
Pkm_ENSMUSG00000032294	53841	52085	45377	50891	74011	54713	50669	52713	71408	81528	104132	53206
Gm49759_ENSMUSG00000111394	1556	1842	1374	1117	1552	1567	1096	1763	1938	1786	4047	1914
Gramd2_ENSMUSG00000074259	226	181	219	53	62	39	167	190	223	68	101	70
Senp8_ENSMUSG00000051705	325	331	313	215	144	207	379	311	375	312	512	285
Myo9a_ENSMUSG00000039585	855	956	828	519	934	477	1108	932	1281	853	1144	657
Gm7613_ENSMUSG00000087239	2	5	3	9	7	4	8	4	8	4	10	9
Gm20275_ENSMUSG00000110803	40	44	50	38	33	35	54	32	63	39	94	37
Gm2735_ENSMUSG00000085116	0	2	1	1	2	0	2	2	0	6	4	1
Gm48805_ENSMUSG00000111833	0	1	1	0	1	0	2	0	2	0	0	1
Nr2e3_ENSMUSG00000032292	1	0	1	0	0	0	2	0	0	0	0	1
Gm7616_ENSMUSG00000084913	6	3	3	0	0	1	2	4	6	0	0	0
Gm15507_ENSMUSG00000084847	0	0	0	0	0	0	0	0	0	0	0	0
Thsd4_ENSMUSG00000032289	805	993	904	516	538	490	1158	703	1203	625	1360	786
Gm23668_ENSMUSG00000088090	0	0	0	0	0	0	0	0	0	0	0	0
2010001M07Rik_ENSMUSG00000111296	0	0	0	0	0	0	0	0	0	0	0	0
Gm47676_ENSMUSG00000111065	1	0	0	12	1	6	0	0	0	6	12	3
Gm22099_ENSMUSG00000088550	0	0	0	0	0	0	0	0	0	0	0	0
9230112J17Rik_ENSMUSG00000111761	90	144	152	39	23	19	189	141	175	36	91	30
Gm49334_ENSMUSG00000111809	6	9	7	6	3	3	6	15	7	9	12	0
Gm47740_ENSMUSG00000111667	0	0	0	0	0	0	0	0	0	0	0	0
Gm17853_ENSMUSG00000111512	2	3	4	3	0	2	3	2	6	7	8	2
Lrrc49_ENSMUSG00000047766	1174	1302	1246	859	1024	805	1235	1102	1515	1335	1870	999
B930082K07Rik_ENSMUSG00000097734	18	12	14	12	17	9	9	7	15	14	26	20
Larp6_ENSMUSG00000034839	41	30	23	12	47	24	13	15	36	33	29	16
1700036A12Rik_ENSMUSG00000095956	0	2	0	1	0	0	0	0	0	0	3	0
Uaca_ENSMUSG00000034485	5840	6018	5600	6229	5857	5958	7179	5783	8384	10410	15390	7548
Gm9869_ENSMUSG00000052143	0	2	0	2	0	2	2	0	0	2	2	1
Gm47923_ENSMUSG00000111444	0	0	1	0	0	0	0	0	0	1	0	0
Gm5122_ENSMUSG00000111290	1	1	2	0	3	1	0	2	0	1	1	2
Gm33699_ENSMUSG00000111147	8	2	5	0	2	0	0	5	4	2	5	1
